Transaction_ID,Date,Account_Number,Transaction_Type,Amount,Currency,Counterparty,Category,Payment_Method,Risk_Incident,Risk_Type,Incident_Severity,Error_Code,User_ID,System_Latency,Login_Frequency,Failed_Attempts,IP_Region
TXN00498,2024-09-02,767501,Credit,3406.17,USD,Ray Inc,Operations,Cash,0,None,None,None,U012,194.13,6,1,BH
TXN00499,2024-01-20,744097,Debit,1813.27,USD,Flores-Walsh,Payroll,Bank Transfer,1,Fraud,Medium,M003,U342,140.6,1,3,CO
TXN00500,2024-08-04,837496,Refund,250.33,USD,"Francis, Solomon and Lynn",Payroll,Cash,1,Fraud,Medium,M003,U403,199.03,10,2,CN
TXN00501,2024-10-29,110175,Debit,5283.74,USD,"Weber, Pitts and Carlson",Inventory,Credit Card,0,None,None,None,U236,111.06,9,0,PY
TXN00502,2024-03-28,878769,Credit,3826.29,USD,Edwards Group,Inventory,Cash,0,None,None,None,U232,258.02,1,5,TV
TXN00503,2024-05-23,680754,Debit,919.34,USD,"Myers, Ortiz and Byrd",Sales,Credit Card,0,None,None,None,U392,396.48,6,0,BR
TXN00504,2024-04-05,804044,Credit,9798.06,USD,Roach-Tucker,Payroll,Credit Card,0,None,None,None,U078,207.14,6,5,MM
TXN00505,2024-09-10,923873,Debit,5422.37,USD,"Allen, Edwards and Taylor",Sales,Cash,0,None,None,None,U487,268.33,7,0,SV
TXN00506,2024-12-24,141411,Debit,2860.66,USD,Smith PLC,Marketing,Bank Transfer,0,None,None,None,U419,127.25,5,4,DZ
TXN00507,2024-10-12,987267,Credit,1834.86,USD,"Aguirre, Moyer and Johnson",Payroll,Credit Card,1,Error,High,M003,U308,154.09,5,4,BW
TXN00508,2024-07-30,652960,Credit,7685.36,USD,Taylor-Conley,Operations,Credit Card,0,None,None,None,U320,433.03,2,0,DZ
TXN00509,2024-05-21,619775,Credit,1550.73,USD,"Moreno, Liu and Edwards",Operations,Cash,1,Fraud,Medium,M003,U145,467.37,10,0,PL
TXN00510,2024-04-30,714231,Debit,9522.13,USD,"Cunningham, Herrera and Sanders",Inventory,Bank Transfer,0,None,None,None,U177,297.58,10,0,JP
TXN00511,2024-01-27,384379,Debit,6789.3,USD,Aguirre LLC,Payroll,Cash,0,None,None,None,U486,297.53,5,0,CO
TXN00512,2024-08-14,625222,Debit,598.55,USD,"Johnson, Brown and Rodriguez",Payroll,Credit Card,0,None,None,None,U185,487.78,2,3,JO
TXN00513,2024-10-14,261030,Refund,9611.62,USD,"Norman, Moses and Frank",Operations,Bank Transfer,1,Misstatement,Medium,M003,U264,199.08,3,1,MD
TXN00514,2024-04-09,816135,Debit,1822.76,USD,Miller Group,Inventory,Cash,1,Error,Low,F001,U016,487.89,5,4,BB
TXN00515,2024-05-25,190063,Credit,7135.87,USD,Friedman-Booker,Operations,Cash,0,None,None,None,U021,320.41,4,1,YE
TXN00516,2024-01-11,776000,Credit,2987.26,USD,Saunders LLC,Payroll,Credit Card,0,None,None,None,U321,100.94,7,1,BG
TXN00517,2024-11-19,444873,Credit,996.45,USD,Simmons PLC,Sales,Cash,0,None,None,None,U027,410.36,2,2,LB
TXN00518,2024-10-07,630392,Debit,1433.18,USD,Bishop PLC,Inventory,Bank Transfer,0,None,None,None,U148,450.66,7,2,HN
TXN00519,2024-11-09,836711,Credit,8931.18,USD,"Hopkins, Hill and Norris",Operations,Cash,1,Error,Low,M003,U158,163.98,1,1,IQ
TXN00520,2024-08-26,956799,Credit,2586.76,USD,Richardson-Roman,Operations,Credit Card,0,None,None,None,U444,419.92,6,1,CV
TXN00521,2024-05-16,372340,Refund,9416.36,USD,Schmidt-Sanchez,Sales,Cash,0,None,None,None,U307,130.71,1,3,TH
TXN00522,2024-05-12,144773,Refund,8996.02,USD,Clark Inc,Operations,Bank Transfer,0,None,None,None,U260,186.02,3,2,BT
TXN00523,2024-02-08,760345,Credit,528.26,USD,"Wiggins, Lewis and Berry",Inventory,Cash,1,Misstatement,High,F001,U376,300.47,10,2,PW
TXN00524,2024-07-21,398791,Refund,2403.83,USD,Kim-Rollins,Inventory,Credit Card,0,None,None,None,U352,246.83,10,4,CD
TXN00525,2024-06-02,421812,Refund,5974.08,USD,Mccarthy Group,Sales,Bank Transfer,0,None,None,None,U363,112.43,10,5,SI
TXN00526,2024-07-09,492728,Credit,2372.55,USD,Moore-Robinson,Inventory,Credit Card,0,None,None,None,U170,350.87,1,2,NI
TXN00527,2024-12-06,430834,Debit,5091.13,USD,Scott-Lawrence,Operations,Cash,0,None,None,None,U227,196.18,8,0,GA
TXN00528,2024-02-11,637288,Debit,5049.17,USD,Hines PLC,Inventory,Credit Card,0,None,None,None,U119,139.76,7,5,BS
TXN00529,2024-09-22,135285,Credit,9494.08,USD,Hughes-Jordan,Sales,Bank Transfer,0,None,None,None,U184,160.76,2,4,SI
TXN00530,2024-07-29,855712,Debit,2700.18,USD,"Johnson, Willis and Krueger",Payroll,Bank Transfer,1,Misstatement,Medium,F001,U231,129.28,10,4,GQ
TXN00531,2024-01-29,454425,Refund,3190.18,USD,"White, Phillips and Bishop",Inventory,Cash,0,None,None,None,U105,177.94,2,5,ZA
TXN00532,2024-04-28,858865,Credit,5535.68,USD,Fletcher-Rodriguez,Marketing,Bank Transfer,1,Misstatement,Medium,M003,U102,425.48,9,5,PT
TXN00533,2024-11-12,628092,Debit,663.93,USD,"Mcgee, Burns and Salas",Payroll,Bank Transfer,1,Error,High,E002,U203,257.99,2,4,IN
TXN00534,2024-10-30,191038,Debit,298.78,USD,"Flowers, Ewing and Norman",Payroll,Bank Transfer,0,None,None,None,U150,403.94,5,0,CY
TXN00535,2024-04-25,920995,Refund,6339.08,USD,Copeland Ltd,Payroll,Bank Transfer,0,None,None,None,U495,186.74,10,5,TV
TXN00536,2024-03-19,425893,Credit,9138.21,USD,Baldwin-Foster,Marketing,Credit Card,1,Fraud,Low,E002,U107,126.63,9,4,ET
TXN00537,2024-02-05,909028,Credit,196.04,USD,Roy LLC,Marketing,Cash,0,None,None,None,U212,407.21,4,3,RU
TXN00538,2024-12-11,408456,Refund,5545.21,USD,"Moore, Espinoza and Johnson",Operations,Cash,0,None,None,None,U449,337.46,7,4,RW
TXN00539,2024-07-01,822308,Credit,5865.87,USD,House Group,Operations,Credit Card,0,None,None,None,U122,170.97,8,5,AU
TXN00540,2024-02-26,298213,Credit,1024.08,USD,"Donovan, Sparks and Huang",Payroll,Cash,0,None,None,None,U160,167.18,9,5,GW
TXN00541,2024-03-04,950706,Refund,7632.15,USD,Howard PLC,Payroll,Credit Card,1,Fraud,Low,F001,U245,118.2,5,2,WS
TXN00542,2024-01-31,101266,Refund,6518.99,USD,Perez-Boyd,Marketing,Bank Transfer,0,None,None,None,U082,197.76,10,2,SE
TXN00543,2024-03-13,144053,Debit,1264.46,USD,"Gonzalez, Perry and Smith",Operations,Cash,0,None,None,None,U168,319.71,1,0,MR
TXN00544,2024-11-30,338515,Credit,5686.77,USD,"Smith, Harris and Newton",Marketing,Cash,0,None,None,None,U479,466.06,4,3,HU
TXN00545,2024-06-19,492457,Refund,4465.36,USD,Franklin LLC,Operations,Bank Transfer,0,None,None,None,U091,293.56,3,4,NE
TXN00546,2024-10-18,274346,Debit,8464.32,USD,"York, Sanchez and Elliott",Payroll,Bank Transfer,0,None,None,None,U169,113.99,2,0,PG
TXN00547,2024-03-12,958319,Credit,5009.32,USD,"Edwards, Dunlap and Mcclure",Payroll,Credit Card,0,None,None,None,U084,144.96,8,2,BR
TXN00548,2024-04-25,992650,Debit,7830.99,USD,Reynolds-Jones,Operations,Cash,0,None,None,None,U192,348.97,8,2,AM
TXN00549,2024-07-23,505468,Refund,1432.25,USD,Stafford-Davis,Marketing,Cash,0,None,None,None,U252,341.76,5,1,MD
TXN00550,2024-03-04,144992,Credit,5408.99,USD,Oliver Inc,Marketing,Credit Card,0,None,None,None,U325,459.03,10,3,SN
TXN00551,2024-12-01,941162,Debit,1690.2,USD,"Valdez, Wagner and Barnes",Marketing,Bank Transfer,0,None,None,None,U372,479.43,2,4,ZM
TXN00552,2024-04-15,498318,Refund,2459.16,USD,Campos Inc,Inventory,Cash,1,Fraud,Low,F001,U086,139.07,2,4,SE
TXN00553,2024-11-16,726302,Refund,9526.6,USD,Espinoza-Gibbs,Payroll,Credit Card,0,None,None,None,U330,409.31,8,0,JP
TXN00554,2024-05-17,138829,Refund,9613.91,USD,Johnson Inc,Sales,Credit Card,0,None,None,None,U130,294.38,7,5,TJ
TXN00555,2024-05-09,927968,Refund,5555.97,USD,"Avila, Morris and Greene",Marketing,Credit Card,1,Error,High,F001,U210,228.08,8,1,NR
TXN00556,2024-07-19,864692,Refund,427.5,USD,Stevens Group,Operations,Cash,0,None,None,None,U300,461.62,6,2,BD
TXN00557,2024-12-23,477811,Refund,8128.31,USD,Tucker-Mcmillan,Inventory,Credit Card,0,None,None,None,U232,379.0,6,2,KG
TXN00558,2024-07-10,248799,Refund,9611.53,USD,Romero and Sons,Sales,Credit Card,0,None,None,None,U072,105.5,1,4,CG
TXN00559,2024-05-15,343576,Debit,6211.09,USD,Short-Harrison,Sales,Bank Transfer,0,None,None,None,U340,379.66,1,5,PL
TXN00560,2024-12-15,806205,Credit,6534.06,USD,"Turner, Howell and Levine",Sales,Bank Transfer,0,None,None,None,U060,376.1,5,2,HU
TXN00561,2025-01-05,113285,Credit,1682.14,USD,Ortiz-Shannon,Operations,Credit Card,0,None,None,None,U158,362.46,4,4,CD
TXN00562,2024-01-27,490389,Debit,611.15,USD,Alvarez LLC,Inventory,Credit Card,0,None,None,None,U325,355.54,8,4,UY
TXN00563,2024-06-18,897226,Refund,9218.89,USD,Lara-Martin,Inventory,Credit Card,0,None,None,None,U301,400.73,6,1,FI
TXN00564,2024-03-29,997954,Credit,2740.3,USD,"Bell, Humphrey and Cain",Operations,Bank Transfer,0,None,None,None,U298,131.67,4,0,SZ
TXN00565,2024-04-25,978961,Refund,2516.38,USD,Russo-Cook,Inventory,Bank Transfer,0,None,None,None,U412,285.17,2,2,SE
TXN00566,2024-02-07,576312,Credit,6803.18,USD,"Robbins, Hall and Lopez",Sales,Bank Transfer,0,None,None,None,U085,447.53,6,4,BS
TXN00567,2024-08-06,441210,Refund,9992.43,USD,Williams PLC,Payroll,Cash,0,None,None,None,U218,437.16,8,2,HU
TXN00568,2024-10-26,857496,Debit,8425.96,USD,Greene PLC,Payroll,Credit Card,0,None,None,None,U401,453.43,6,0,SZ
TXN00569,2024-11-19,338852,Refund,2135.41,USD,"Sandoval, Maynard and White",Marketing,Bank Transfer,1,Fraud,High,E002,U275,428.33,3,4,DO
TXN00570,2024-02-05,539313,Credit,8408.44,USD,"Lara, Dennis and Welch",Marketing,Credit Card,0,None,None,None,U335,169.67,3,0,WS
TXN00571,2024-12-11,387546,Refund,2820.3,USD,"Griffin, Hamilton and Diaz",Marketing,Credit Card,0,None,None,None,U049,217.61,10,4,NZ
TXN00572,2024-12-09,237825,Credit,1622.55,USD,Klein-Joseph,Marketing,Cash,0,None,None,None,U100,223.56,6,0,AL
TXN00573,2024-08-30,831591,Refund,5345.55,USD,Walters Ltd,Sales,Credit Card,0,None,None,None,U229,195.38,1,0,BO
TXN00574,2024-06-16,974679,Credit,708.65,USD,Friedman Inc,Inventory,Bank Transfer,0,None,None,None,U340,496.48,9,0,ID
TXN00575,2024-06-06,944927,Credit,906.25,USD,Rodriguez-Mcdonald,Inventory,Cash,1,Fraud,Low,F001,U173,413.66,4,3,MZ
TXN00576,2024-07-15,655010,Credit,6987.31,USD,Clark-Thompson,Payroll,Cash,1,Misstatement,High,M003,U256,304.13,9,4,WS
TXN00577,2024-05-27,212646,Refund,8306.68,USD,Johnson LLC,Sales,Credit Card,0,None,None,None,U425,411.25,7,2,MM
TXN00578,2024-05-03,316701,Credit,7253.49,USD,Velasquez-Gutierrez,Sales,Credit Card,1,Fraud,High,F001,U057,145.49,1,3,ER
TXN00579,2024-01-16,383876,Refund,9988.22,USD,Carrillo and Sons,Inventory,Cash,0,None,None,None,U184,465.26,4,4,MH
TXN00580,2024-03-24,374888,Debit,8784.01,USD,Jones-Fisher,Payroll,Cash,0,None,None,None,U006,225.05,10,4,BE
TXN00581,2024-03-29,842086,Debit,2116.39,USD,Townsend LLC,Payroll,Credit Card,0,None,None,None,U400,387.51,1,0,MH
TXN00582,2024-01-10,279091,Credit,5053.15,USD,Smith-Soto,Marketing,Cash,1,Fraud,Low,F001,U196,221.78,4,4,PW
TXN00583,2024-08-04,297413,Refund,8022.54,USD,Hopkins Inc,Sales,Cash,0,None,None,None,U321,347.52,7,4,BW
TXN00584,2024-08-30,793091,Credit,8840.48,USD,Gomez-Higgins,Marketing,Cash,0,None,None,None,U008,145.43,8,5,SZ
TXN00585,2024-08-27,792345,Refund,9454.63,USD,Green-Wade,Inventory,Bank Transfer,0,None,None,None,U105,490.55,5,1,EC
TXN00586,2024-03-05,538074,Refund,6355.35,USD,Clark-Simon,Inventory,Bank Transfer,0,None,None,None,U185,123.43,9,1,CU
TXN00587,2024-07-25,944950,Debit,9796.61,USD,Fry-Liu,Sales,Bank Transfer,0,None,None,None,U488,386.21,7,1,GY
TXN00588,2024-04-18,727716,Refund,7080.46,USD,Espinoza-Garner,Marketing,Cash,0,None,None,None,U059,320.98,8,0,RO
TXN00589,2024-12-29,585834,Refund,2737.4,USD,"Jackson, Erickson and Thomas",Sales,Bank Transfer,0,None,None,None,U065,104.32,6,3,MK
TXN00590,2024-09-04,260106,Credit,6626.15,USD,"Bailey, Kaufman and Moreno",Inventory,Cash,0,None,None,None,U489,293.05,7,3,PE
TXN00591,2024-12-26,808464,Credit,3223.17,USD,Salazar Group,Payroll,Bank Transfer,0,None,None,None,U011,313.22,8,4,SR
TXN00592,2024-12-10,489998,Refund,2114.13,USD,Newton and Sons,Marketing,Bank Transfer,0,None,None,None,U120,174.55,6,1,GH
TXN00593,2024-08-17,939269,Debit,9590.34,USD,Robinson-Rodriguez,Operations,Bank Transfer,0,None,None,None,U128,113.27,4,3,LR
TXN00594,2024-05-20,809852,Credit,3291.29,USD,"Miller, Harmon and Clements",Inventory,Credit Card,0,None,None,None,U180,201.81,6,3,ML
TXN00595,2024-04-15,283325,Credit,9141.04,USD,"Martin, Morrow and Sims",Sales,Credit Card,1,Fraud,High,E002,U327,118.63,2,2,MV
TXN00596,2024-01-28,212470,Debit,1345.92,USD,Fowler-Rosales,Operations,Cash,0,None,None,None,U332,194.97,6,0,IL
TXN00597,2024-11-12,706562,Credit,9223.36,USD,Ferrell-Howell,Payroll,Credit Card,0,None,None,None,U216,496.51,4,5,UZ
TXN00598,2024-10-04,154840,Refund,6091.78,USD,Lee and Sons,Sales,Bank Transfer,0,None,None,None,U500,387.6,5,1,SI
TXN00599,2024-11-28,509960,Refund,52.75,USD,"Zimmerman, King and Gutierrez",Operations,Credit Card,0,None,None,None,U437,103.87,8,5,ZW
TXN00600,2024-03-23,611973,Refund,105.69,USD,Webb Inc,Sales,Cash,0,None,None,None,U258,447.83,5,0,FI
TXN00601,2024-10-29,305496,Credit,1743.62,USD,"Wiggins, Martin and Hinton",Sales,Cash,0,None,None,None,U296,473.24,4,3,NO
TXN00602,2024-08-26,524772,Credit,5562.35,USD,Jones Group,Sales,Bank Transfer,0,None,None,None,U280,180.84,10,2,NP
TXN00603,2024-06-13,994793,Credit,6967.93,USD,"Diaz, Bradley and Barrett",Inventory,Credit Card,0,None,None,None,U413,350.84,3,0,CO
TXN00604,2024-07-19,754474,Credit,4894.88,USD,"Lee, Christensen and David",Inventory,Bank Transfer,0,None,None,None,U264,327.16,8,2,SZ
TXN00605,2024-08-02,948035,Refund,3933.98,USD,Benson PLC,Payroll,Bank Transfer,0,None,None,None,U334,145.61,1,4,PE
TXN00606,2024-03-18,999338,Debit,820.68,USD,"Perkins, Fisher and Welch",Payroll,Credit Card,0,None,None,None,U075,434.95,9,4,ID
TXN00607,2024-08-23,765887,Refund,8768.44,USD,Henderson-Calhoun,Payroll,Credit Card,0,None,None,None,U396,167.09,2,4,BE
TXN00608,2024-04-23,561366,Credit,6516.15,USD,Mcpherson-Stevens,Payroll,Credit Card,0,None,None,None,U469,252.18,3,0,UZ
TXN00609,2024-10-15,783348,Refund,5391.11,USD,"Garza, Lynn and Russell",Operations,Credit Card,0,None,None,None,U059,372.51,1,5,GN
TXN00610,2024-01-10,506121,Debit,8926.8,USD,Moran Inc,Payroll,Credit Card,0,None,None,None,U500,110.0,8,3,FM
TXN00611,2024-04-03,665575,Refund,8162.41,USD,Butler-Hartman,Marketing,Credit Card,0,None,None,None,U144,444.45,9,2,ZM
TXN00612,2024-08-19,401775,Debit,4457.32,USD,Moore-Ball,Payroll,Credit Card,0,None,None,None,U402,448.17,1,0,OM
TXN00613,2024-11-14,650402,Credit,1242.92,USD,Mcdonald-Larson,Inventory,Bank Transfer,0,None,None,None,U373,185.88,1,4,TD
TXN00614,2024-10-18,608069,Refund,9720.67,USD,Jackson PLC,Sales,Cash,0,None,None,None,U477,206.12,4,0,GR
TXN00615,2024-02-10,580350,Refund,3770.0,USD,Waller-Johns,Payroll,Credit Card,1,Error,Medium,E002,U001,130.43,8,0,TM
TXN00616,2024-08-17,920840,Refund,6017.1,USD,Morales and Sons,Operations,Bank Transfer,1,Misstatement,High,F001,U472,193.37,9,3,TM
TXN00617,2024-09-18,493906,Refund,3873.64,USD,Maldonado LLC,Operations,Credit Card,0,None,None,None,U219,373.3,2,3,FM
TXN00618,2024-01-08,798674,Credit,8393.07,USD,Boone and Sons,Marketing,Bank Transfer,0,None,None,None,U249,401.65,1,0,CD
TXN00619,2024-03-01,874658,Debit,8120.58,USD,"Brewer, Jimenez and Todd",Operations,Credit Card,0,None,None,None,U486,174.76,2,0,KP
TXN00620,2024-02-07,238512,Debit,9838.12,USD,Brown and Sons,Inventory,Credit Card,0,None,None,None,U052,280.35,1,4,MK
TXN00621,2024-10-15,272273,Refund,1256.39,USD,Juarez PLC,Sales,Cash,0,None,None,None,U279,164.07,4,0,CI
TXN00622,2024-05-03,459717,Credit,3711.1,USD,Moore-Horn,Payroll,Credit Card,0,None,None,None,U206,159.02,3,3,ST
TXN00623,2024-03-05,224259,Debit,1937.98,USD,Maynard and Sons,Sales,Cash,0,None,None,None,U034,447.58,1,4,TD
TXN00624,2024-06-13,300663,Debit,103.54,USD,"Ortega, Glenn and Reynolds",Payroll,Bank Transfer,0,None,None,None,U137,453.62,9,3,CU
TXN00625,2024-01-26,114110,Debit,7434.01,USD,Wolf-Berry,Payroll,Cash,0,None,None,None,U351,135.3,3,2,HR
TXN00626,2024-12-23,649545,Debit,7586.63,USD,Robinson LLC,Marketing,Cash,0,None,None,None,U040,144.68,4,0,IR
TXN00627,2024-07-19,378651,Debit,6808.74,USD,"Roberts, Hamilton and Hernandez",Marketing,Cash,0,None,None,None,U292,274.66,5,0,AF
TXN00628,2024-07-03,571018,Debit,7094.89,USD,Mcdonald-Howard,Marketing,Cash,0,None,None,None,U193,325.6,2,2,FJ
TXN00629,2024-10-01,715789,Credit,1923.2,USD,Fuentes-White,Sales,Credit Card,0,None,None,None,U197,390.22,7,4,HU
TXN00630,2024-06-01,486752,Refund,8164.65,USD,Bailey-Doyle,Sales,Credit Card,0,None,None,None,U193,166.25,1,1,SC
TXN00631,2024-11-19,413761,Debit,6256.11,USD,Rhodes Group,Operations,Credit Card,0,None,None,None,U287,481.83,10,0,BJ
TXN00632,2024-06-26,408796,Credit,8086.06,USD,Anderson LLC,Payroll,Credit Card,1,Misstatement,High,F001,U023,398.05,10,4,AF
TXN00633,2024-05-12,979664,Credit,2219.27,USD,Juarez-Huynh,Inventory,Credit Card,0,None,None,None,U304,166.99,1,3,TO
TXN00634,2024-06-29,341292,Refund,9801.39,USD,Allen Group,Inventory,Cash,0,None,None,None,U209,254.51,10,2,MA
TXN00635,2024-09-28,328860,Refund,9673.29,USD,"Robinson, Barnes and Griffin",Marketing,Credit Card,0,None,None,None,U080,371.85,8,1,BH
TXN00636,2024-12-16,185500,Debit,377.59,USD,Soto PLC,Inventory,Cash,0,None,None,None,U245,140.61,6,5,DJ
TXN00637,2024-08-19,503875,Refund,4933.45,USD,Carter-Gilmore,Operations,Credit Card,0,None,None,None,U210,402.98,8,3,FR
TXN00638,2024-09-01,858013,Refund,7043.44,USD,"Turner, Wright and Ruiz",Operations,Cash,0,None,None,None,U264,260.36,9,2,BB
TXN00639,2024-10-19,314246,Credit,6064.21,USD,Shaw-Oconnell,Operations,Bank Transfer,0,None,None,None,U399,302.21,9,4,AF
TXN00640,2024-02-09,915924,Credit,81.28,USD,Garcia LLC,Marketing,Credit Card,0,None,None,None,U097,145.18,6,2,ET
TXN00641,2024-11-15,535557,Credit,9842.79,USD,Hughes Inc,Inventory,Cash,0,None,None,None,U199,273.2,2,2,GA
TXN00642,2024-09-22,722149,Debit,6387.98,USD,"Davis, Jones and Collins",Operations,Cash,0,None,None,None,U407,469.2,7,5,CF
TXN00643,2024-04-15,681953,Debit,1118.36,USD,Holmes-Bird,Sales,Credit Card,0,None,None,None,U326,417.87,7,2,SI
TXN00644,2024-02-22,826566,Refund,2780.7,USD,"Obrien, Roberts and Kramer",Payroll,Bank Transfer,0,None,None,None,U377,396.79,2,5,TG
TXN00645,2024-07-10,769322,Refund,5008.25,USD,"Castillo, Williams and Williams",Sales,Cash,0,None,None,None,U498,264.57,10,4,LY
TXN00646,2024-09-02,556464,Debit,1713.07,USD,Johnson Ltd,Operations,Credit Card,1,Error,Low,M003,U106,154.28,1,1,LI
TXN00647,2025-01-07,826018,Debit,1945.76,USD,"Cortez, Stephens and Bailey",Operations,Bank Transfer,0,None,None,None,U168,339.12,8,4,RO
TXN00648,2024-04-24,133871,Credit,7390.76,USD,Calderon Ltd,Marketing,Credit Card,0,None,None,None,U055,171.81,7,1,JP
TXN00649,2024-10-03,659139,Debit,6725.03,USD,"Watson, Duncan and Knox",Inventory,Cash,0,None,None,None,U179,138.34,5,0,NG
TXN00650,2024-04-17,723729,Debit,6033.7,USD,Mendez-Willis,Sales,Credit Card,0,None,None,None,U453,175.52,5,4,MA
TXN00651,2024-09-17,522293,Refund,1763.53,USD,"Thomas, Jones and Chavez",Marketing,Credit Card,0,None,None,None,U345,258.79,5,2,IT
TXN00652,2024-07-29,785223,Refund,5885.76,USD,Pope-Brown,Payroll,Bank Transfer,0,None,None,None,U367,202.64,10,5,KZ
TXN00653,2024-09-09,416813,Credit,7462.27,USD,Hill Inc,Sales,Bank Transfer,0,None,None,None,U491,167.71,1,3,HN
TXN00654,2024-12-28,870095,Debit,1283.03,USD,Moss Group,Sales,Credit Card,0,None,None,None,U166,276.97,5,3,SZ
TXN00655,2024-02-25,980159,Refund,9336.3,USD,Hull-Parsons,Marketing,Credit Card,0,None,None,None,U077,411.89,4,5,PK
TXN00656,2024-12-12,361796,Debit,8556.23,USD,Johnson PLC,Sales,Credit Card,0,None,None,None,U498,168.25,10,5,AZ
TXN00657,2024-10-12,695874,Debit,8811.22,USD,Whitaker and Sons,Payroll,Credit Card,0,None,None,None,U398,116.32,5,2,GN
TXN00658,2024-07-13,375383,Credit,7291.7,USD,"Schmidt, Garcia and Clements",Sales,Cash,0,None,None,None,U500,329.35,7,2,KH
TXN00659,2024-10-30,367884,Debit,2750.54,USD,"Hardin, Bell and Fischer",Marketing,Credit Card,0,None,None,None,U342,133.47,2,4,CV
TXN00660,2024-05-04,287744,Credit,8478.2,USD,"Kline, Briggs and Ramirez",Inventory,Credit Card,0,None,None,None,U340,374.31,7,1,DO
TXN00661,2024-02-06,467028,Refund,240.94,USD,"Rivera, Smith and Young",Inventory,Bank Transfer,0,None,None,None,U338,472.43,3,2,VN
TXN00662,2024-02-19,412140,Refund,9698.41,USD,Stevens Group,Operations,Credit Card,1,Error,Low,E002,U485,235.2,3,3,NZ
TXN00663,2024-02-20,696914,Refund,6780.57,USD,Delgado Ltd,Sales,Bank Transfer,0,None,None,None,U158,356.29,3,4,CH
TXN00664,2024-06-20,619543,Refund,6148.42,USD,Wright-Johnson,Payroll,Bank Transfer,0,None,None,None,U257,109.26,8,0,SB
TXN00665,2024-02-16,469203,Credit,6810.0,USD,"Wallace, Thomas and Lindsey",Inventory,Credit Card,0,None,None,None,U387,478.17,8,1,NI
TXN00666,2024-11-25,132595,Credit,8832.19,USD,Maxwell-Fisher,Marketing,Credit Card,0,None,None,None,U215,104.77,3,3,HR
TXN00667,2024-02-16,294179,Refund,29.53,USD,"Lopez, Howard and Zamora",Marketing,Credit Card,0,None,None,None,U349,416.78,7,4,EG
TXN00668,2024-02-14,828736,Refund,4276.87,USD,"Smith, Holmes and Johnson",Payroll,Credit Card,0,None,None,None,U079,131.04,2,4,CD
TXN00669,2024-08-14,892469,Refund,6734.27,USD,"Wade, Mcclain and Garza",Operations,Bank Transfer,0,None,None,None,U169,308.76,1,4,CL
TXN00670,2024-06-27,253010,Credit,6503.8,USD,Parsons-Becker,Sales,Credit Card,0,None,None,None,U032,411.72,6,5,MH
TXN00671,2024-02-02,468824,Refund,8540.06,USD,"Rivas, Garcia and Rose",Payroll,Cash,0,None,None,None,U499,124.26,5,0,SA
TXN00672,2024-05-31,134322,Credit,3236.76,USD,Rodgers-Moore,Marketing,Credit Card,1,Error,Medium,F001,U131,237.09,1,0,PW
TXN00673,2024-04-13,507052,Debit,8444.97,USD,Haas-Hernandez,Payroll,Credit Card,0,None,None,None,U477,278.94,3,3,IR
TXN00674,2024-02-23,956864,Refund,4074.69,USD,Hardin-Edwards,Payroll,Bank Transfer,0,None,None,None,U139,418.15,7,5,EG
TXN00675,2024-02-18,661934,Credit,1225.96,USD,Obrien-Hall,Inventory,Credit Card,0,None,None,None,U423,101.05,1,5,KE
TXN00676,2024-12-22,186462,Credit,5187.77,USD,Lynch-Patel,Sales,Bank Transfer,1,Fraud,High,F001,U174,203.78,3,5,SK
TXN00677,2024-11-22,811452,Credit,4960.79,USD,Davis LLC,Sales,Bank Transfer,0,None,None,None,U193,227.96,9,4,TW
TXN00678,2024-04-19,733456,Debit,5177.4,USD,"Brewer, Rogers and Knight",Operations,Credit Card,0,None,None,None,U418,319.1,5,3,LT
TXN00679,2024-03-09,839786,Refund,444.21,USD,"Nguyen, Baker and Pearson",Payroll,Credit Card,1,Error,Medium,M003,U225,265.14,7,5,KM
TXN00680,2024-09-14,130587,Credit,7214.99,USD,"Martinez, Hall and Bailey",Sales,Bank Transfer,1,Fraud,Low,F001,U020,295.76,6,5,TM
TXN00681,2024-03-11,411464,Refund,479.18,USD,"Wiley, Gutierrez and Roberts",Sales,Cash,0,None,None,None,U034,124.91,6,5,BI
TXN00682,2025-01-02,492189,Credit,9184.73,USD,"Pena, Olsen and Cross",Marketing,Bank Transfer,0,None,None,None,U139,412.67,10,1,MM
TXN00683,2024-01-31,380408,Refund,5328.78,USD,"Murphy, Phillips and Richards",Sales,Bank Transfer,0,None,None,None,U015,301.68,3,1,BZ
TXN00684,2024-11-27,164860,Debit,3169.26,USD,Nash-Harper,Payroll,Cash,0,None,None,None,U226,274.47,2,0,RU
TXN00685,2024-10-28,548352,Credit,3924.67,USD,Thompson-Powell,Operations,Cash,1,Error,Low,M003,U493,343.99,9,0,TO
TXN00686,2024-09-24,563268,Credit,3353.71,USD,Clements and Sons,Sales,Bank Transfer,0,None,None,None,U075,119.8,10,4,PT
TXN00687,2024-11-20,910345,Debit,8802.18,USD,"Taylor, Joyce and Carpenter",Payroll,Bank Transfer,0,None,None,None,U406,102.77,6,3,DZ
TXN00688,2024-01-08,854499,Refund,8078.65,USD,Rivera-Gutierrez,Inventory,Cash,0,None,None,None,U083,362.02,7,0,CZ
TXN00689,2024-02-01,170915,Credit,9902.74,USD,Roman LLC,Operations,Cash,0,None,None,None,U408,190.89,9,5,DJ
